지역,링크아이디,도로명,평균속도, 평균통행량 
세종특별자치시 -,4130256600,도담서길,54.7,30.1
세종특별자치시 -,4130256700,마음안로,29,24.9
세종특별자치시 -,4130256800,마음안로,26.1,32.5
세종특별자치시 -,4130256900,달빛로,16.8,153
세종특별자치시 -,4130257000,달빛로,15,131.6
세종특별자치시 -,4130257100,절재로,33.8,163.4
세종특별자치시 -,4130257200,절재로,33.4,82.2
세종특별자치시 -,4130257300,달빛1로,13.1,45.4
세종특별자치시 -,4130257400,달빛1로,31.6,30.5
세종특별자치시 -,4130257500,절재로,25.7,131
세종특별자치시 -,4130257600,절재로,30.2,166.3
세종특별자치시 -,4130257700,다솜1로,30.1,84
세종특별자치시 -,4130257800,다솜1로,20.9,76.4
세종특별자치시 -,4130257900,갈매로,27,62.5
세종특별자치시 -,4130258000,갈매로,17.5,72.2
세종특별자치시 -,4130258100,절재로,50.7,136.5
세종특별자치시 -,4130258200,절재로,41.1,78.9
세종특별자치시 -,4130258300,고운서4길,28.5,14.8
세종특별자치시 -,4130258400,고운서4길,27.6,14.9
세종특별자치시 -,4130258500,마음안로,34,27.3
세종특별자치시 -,4130258600,마음안로,32.7,19.6
세종특별자치시 -,4130258700,도움8로,20.5,116.6
세종특별자치시 -,4130258800,도움8로,21.3,147.3
세종특별자치시 -,4130258900,마음로,22.7,70.2
세종특별자치시 -,4130259000,마음로,19.4,35.2
세종특별자치시 -,4130259100,도담서길,34.1,29.8
세종특별자치시 -,4130259200,도담서길,32.7,32.7
세종특별자치시 -,4130259300,도담서길,22.4,0.7
세종특별자치시 -,4130259400,도담서길,29.7,0.2
세종특별자치시 -,4130259500,절재로,16.6,285.3
세종특별자치시 -,4130259600,절재로,18.5,341.4
세종특별자치시 -,4130259700,달빛1로,20.1,137.8
세종특별자치시 -,4130259800,달빛1로,16.9,111.6
세종특별자치시 -,4130259900,보듬1로,22.3,232.7
세종특별자치시 -,4130260000,보듬1로,23.3,248.3
세종특별자치시 -,4130260100,절재로,24.2,81.3
세종특별자치시 -,4130260200,절재로,14.4,44.2
세종특별자치시 -,4130260300,절재로,50.8,176.8
세종특별자치시 -,4130260400,절재로,59,158.9
세종특별자치시 -,4130260500,절재로,22.8,433.7
세종특별자치시 -,4130260600,절재로,12.3,383.5
세종특별자치시 -,4130260700,보람로,27.2,128.1
세종특별자치시 -,4130260800,보람로,27.7,145
세종특별자치시 -,4130260900,절재로,43.8,64.9
세종특별자치시 -,4130261000,절재로,34.3,29.4
세종특별자치시 -,4130261100,절재로,41.2,181.9
세종특별자치시 -,4130261200,절재로,25.2,220.7
세종특별자치시 -,4130261300,한누리대로,39.3,265.2
세종특별자치시 -,4130261400,한누리대로,14.5,381.9
세종특별자치시 -,4130261500,다솜1로,23.2,38.3
세종특별자치시 -,4130261600,다솜1로,26.5,53.8
세종특별자치시 -,4130261700,절재로,20.1,123.5
세종특별자치시 -,4130261800,절재로,37.3,83.3
세종특별자치시 -,4130261900,세종로,32.8,86.7
세종특별자치시 -,4130262000,세종로,24.3,65.7
세종특별자치시 -,4130262100,고운뜰1길,23.6,86.6
세종특별자치시 -,4130262200,고운뜰1길,18.9,109.5
세종특별자치시 -,4130262300,만남로,36.3,52.9
세종특별자치시 -,4130262400,만남로,25.1,42.5
세종특별자치시 -,4130262500,고운서3길,15.8,0.6
세종특별자치시 -,4130262600,고운서3길,15.4,0.3
세종특별자치시 -,4130262700,갈매로,41.6,53.3
세종특별자치시 -,4130262800,갈매로,39.6,50.4
세종특별자치시 -,4130262900,고운서3길,37.8,13.8
세종특별자치시 -,4130263000,고운서3길,36.4,12.7
세종특별자치시 -,4130263100,마음안로,35,24.1
세종특별자치시 -,4130263200,마음안로,30.4,22.3
세종특별자치시 -,4130263300,등곡1길,37.7,3.6
세종특별자치시 -,4130263400,등곡1길,38.2,4.1
세종특별자치시 -,4130263500,다솜1로부속4길,27.9,29
세종특별자치시 -,4130263600,다솜1로부속4길,30,29.6
세종특별자치시 -,4130263700,도담서길,18.1,0.3
세종특별자치시 -,4130263800,도담서길,33.2,0.1
세종특별자치시 -,4130263900,달빛로,34.1,69.9
세종특별자치시 -,4130264000,달빛로,29.8,62.6
세종특별자치시 -,4130264100,한누리대로,89.2,72.6
세종특별자치시 -,4130264200,한누리대로,87.7,62.5
세종특별자치시 -,4130264300,다솜1로,31.4,42.7
세종특별자치시 -,4130264400,다솜1로,31.1,43.4
세종특별자치시 -,4130264500,한누리대로,47.4,155.4
세종특별자치시 -,4130264600,한누리대로,42.4,230.6
세종특별자치시 -,4130264700,마음안로부속3길,24.3,61.5
세종특별자치시 -,4130264800,마음안로부속3길,22.6,66.2
세종특별자치시 -,4130264900,마음로,26.1,67.7
세종특별자치시 -,4130265000,마음로,23.7,46.8
세종특별자치시 -,4130265100,보듬2로,29.8,141.6
세종특별자치시 -,4130265200,보듬2로,27,128.8
세종특별자치시 -,4130265300,한누리대로,52.1,158.8
세종특별자치시 -,4130265400,한누리대로,49.6,216.3
세종특별자치시 -,4130265500,평기길,43.9,45.2
세종특별자치시 -,4130265600,평기길,44.9,48
세종특별자치시 -,4130265700,아름서1길,22.8,37.5
세종특별자치시 -,4130265800,아름서1길,23.7,35.2
세종특별자치시 -,4130265900,송문송정길,40.1,10.4
세종특별자치시 -,4130266000,송문송정길,38.4,10.2
세종특별자치시 -,4130266100,아름서1길,34.7,51.8
세종특별자치시 -,4130266200,아름서1길,32.2,55.4
세종특별자치시 -,4130266300,아름서1길,17.9,47.4
세종특별자치시 -,4130266400,아름서1길,19.4,45.4
세종특별자치시 -,4130266500,다솜1로부속5길,16.1,0.3
세종특별자치시 -,4130266600,다솜1로부속5길,16.6,0.3
세종특별자치시 -,4130266700,세종로,23.1,65.3
세종특별자치시 -,4130266800,세종로,33,44.1
세종특별자치시 -,4130266900,도담서길,25.1,0.6
세종특별자치시 -,4130267000,도담서길,31.2,1.9
세종특별자치시 -,4130267100,다솜1로부속5길,34.1,31.2
세종특별자치시 -,4130267200,다솜1로부속5길,33.6,30.8
세종특별자치시 -,4130267300,마음안로,31.3,38
세종특별자치시 -,4130267400,마음안로,28.1,42.5
세종특별자치시 -,4130267500,보듬2로,21.8,49.7
세종특별자치시 -,4130267600,보듬2로,18.7,44.8
세종특별자치시 -,4130267700,다솜1로,23.3,53.6
세종특별자치시 -,4130267800,다솜1로,16.9,71.6
세종특별자치시 -,4130267900,달빛로,11.3,74.8
세종특별자치시 -,4130268000,달빛로,21.5,78.4
세종특별자치시 -,4130268100,보람로,21.3,22
세종특별자치시 -,4130268200,보람로,20.6,26.6
세종특별자치시 -,4130268300,송문송정길,24.6,0.7
세종특별자치시 -,4130268400,송문송정길,22.3,0.5
세종특별자치시 -,4130268500,달빛로부속1길,18.7,75.1
세종특별자치시 -,4130268600,달빛로부속1길,21.6,72.8
세종특별자치시 -,4130268700,만남로,27.7,34.6
세종특별자치시 -,4130268800,만남로,23.4,26.1
세종특별자치시 -,4130268900,송문송정길,26.5,0.5
세종특별자치시 -,4130269000,송문송정길,22.9,0.4
세종특별자치시 -,4130269100,한누리대로,39.3,308.5
세종특별자치시 -,4130269200,한누리대로,40.9,363.1
세종특별자치시 -,4130269300,보듬3로,50.2,56.2
세종특별자치시 -,4130269400,보듬3로,52.2,78.4
세종특별자치시 -,4130269500,보듬3로,26.4,106.8
세종특별자치시 -,4130269600,보듬3로,18.3,148.7
세종특별자치시 -,4130269700,보듬3로,29.8,87.9
세종특별자치시 -,4130269800,보듬3로,38.9,108.7
세종특별자치시 -,4130269900,달빛로,24.9,97.1
세종특별자치시 -,4130270000,달빛로,14.2,92.6
세종특별자치시 -,4130270100,보듬3로,15,101.2
세종특별자치시 -,4130270200,보듬3로,13,141.7
세종특별자치시 -,4130270300,갈매로,35.8,33
세종특별자치시 -,4130270400,갈매로,39.6,44.7
세종특별자치시 -,4130270500,보듬3로,17.5,102.1
세종특별자치시 -,4130270600,보듬3로,20.9,94.6
세종특별자치시 -,4130270700,보듬3로,20.1,71.1
세종특별자치시 -,4130270800,보듬3로,24.1,114
세종특별자치시 -,4130270900,달빛1로,19.6,80.3
세종특별자치시 -,4130271000,달빛1로,18.3,77.7
세종특별자치시 -,4130271100,보듬3로,20.7,101.8
세종특별자치시 -,4130271200,보듬3로,23.2,131.4
세종특별자치시 -,4130271300,보듬3로,29.1,44.3
세종특별자치시 -,4130271400,보듬3로,32.2,80.9
세종특별자치시 -,4130271500,다솜1로,22.4,79.3
세종특별자치시 -,4130271600,다솜1로,23.5,88.6
세종특별자치시 -,4130271700,보듬3로,37.2,53
세종특별자치시 -,4130271800,보듬3로,37.4,61.8
세종특별자치시 -,4130271900,보듬3로,16.6,55.6
세종특별자치시 -,4130272000,보듬3로,20.9,78.4
세종특별자치시 -,4130272100,보듬3로,25.5,94.2
세종특별자치시 -,4130272200,보듬3로,14.3,106.3
세종특별자치시 -,4130272300,아름서길,30.3,38.8
세종특별자치시 -,4130272400,아름서길,23.3,45.8
세종특별자치시 -,4130272500,보듬3로,17.7,61.5
세종특별자치시 -,4130272600,보듬3로,22,67.3
세종특별자치시 -,4130272700,보듬3로,25,40.5
세종특별자치시 -,4130272800,보듬3로,23.8,43.2
세종특별자치시 -,4130272900,세종로,32,65
세종특별자치시 -,4130273000,세종로,18.1,46.2
세종특별자치시 -,4130273100,만남로,29.4,32.9
세종특별자치시 -,4130273200,만남로,22.3,26
세종특별자치시 -,4130273300,달빛로,29.5,48.1
세종특별자치시 -,4130273400,달빛로,29.4,36.2
세종특별자치시 -,4130273500,마음로,16.7,68.8
세종특별자치시 -,4130273600,마음로,17.8,75.4
세종특별자치시 -,4130273700,보듬3로,14.7,272.6
세종특별자치시 -,4130273800,보듬3로,18,292.8
세종특별자치시 -,4130273900,보듬3로,15.9,219.8
세종특별자치시 -,4130274000,보듬3로,16.8,201.4
세종특별자치시 -,4130274100,보듬4로,24.3,208.1
세종특별자치시 -,4130274200,보듬4로,24.6,209.8
세종특별자치시 -,4130274300,한누리대로,20.2,423.6
세종특별자치시 -,4130274400,한누리대로,10.4,508
세종특별자치시 -,4130274500,송문송정길,32.1,0.4
세종특별자치시 -,4130274600,송문송정길,27.6,0.4
세종특별자치시 -,4130274700,아름서길,25.1,12.7
세종특별자치시 -,4130274800,아름서길,22.9,17.5
세종특별자치시 -,4130274900,세종로,34.4,48.8
세종특별자치시 -,4130275000,세종로,32,48.2
세종특별자치시 -,4130275100,세종로,26.7,53.2
세종특별자치시 -,4130275200,세종로,42.4,29.7
세종특별자치시 -,4130275300,만남로,28.3,24.1
세종특별자치시 -,4130275400,만남로,35.2,13.8
세종특별자치시 -,4130275500,보듬4로,25.9,34.3
세종특별자치시 -,4130275600,보듬4로,23,31.9
세종특별자치시 -,4130275700,보람로,25,19.4
세종특별자치시 -,4130275800,보람로,24.8,19.4
세종특별자치시 -,4130275900,달빛로,23.7,51.4
세종특별자치시 -,4130276000,달빛로,20.2,51.5
세종특별자치시 -,4130276100,송문1길,21.1,0.3
세종특별자치시 -,4130276200,송문1길,20.6,1.5
세종특별자치시 -,4130276300,갈매로,35.2,36.1
세종특별자치시 -,4130276400,갈매로,33.5,38.5
세종특별자치시 -,4130276500,만남로,18,25.5
세종특별자치시 -,4130276600,만남로,18.4,13.4
세종특별자치시 -,4130276700,평기길,56.5,90.4
세종특별자치시 -,4130276800,평기길,48.7,78.6
세종특별자치시 -,4130276900,문성1길,36.2,14.1
세종특별자치시 -,4130277000,문성1길,37.4,12.5
세종특별자치시 -,4130277100,마음안로,30.6,18.3
세종특별자치시 -,4130277200,마음안로,25.5,19.5
세종특별자치시 -,4130277300,마음안1로,21.1,41.9
세종특별자치시 -,4130277400,마음안1로,21.9,41.2
세종특별자치시 -,4130277500,문성1길,21.5,2.6
세종특별자치시 -,4130277600,문성1길,21,2.2
세종특별자치시 -,4130277700,달빛2로,19.5,18.3
세종특별자치시 -,4130277800,달빛2로,21.7,21.6
세종특별자치시 -,4130277900,달빛2로,27.3,9.4
세종특별자치시 -,4130278000,달빛2로,31.5,10.2
세종특별자치시 -,4130278100,다솜1로,29,35.9
세종특별자치시 -,4130278200,다솜1로,32.4,41
세종특별자치시 -,4130278300,달빛2로,28.8,53.2
세종특별자치시 -,4130278400,달빛2로,32.2,57.3
세종특별자치시 -,4130278500,마음로,29.9,28.4
세종특별자치시 -,4130278600,마음로,17.5,32
세종특별자치시 -,4130278700,달빛1로,16.1,66.9
세종특별자치시 -,4130278800,달빛1로,15.5,63
세종특별자치시 -,4130278900,고운뜰8길,30.9,61.5
세종특별자치시 -,4130279000,고운뜰8길,28,66.8
세종특별자치시 -,4130279100,마음안1로,25.7,18.2
세종특별자치시 -,4130279200,마음안1로,26.4,19.3
세종특별자치시 -,4130279300,만남로,15.5,57.8
세종특별자치시 -,4130279400,만남로,16.4,50
세종특별자치시 -,4130279500,세종로,44.6,43.3
세종특별자치시 -,4130279600,세종로,30,65.1
세종특별자치시 -,4130279700,문성1길,26.2,4.3
세종특별자치시 -,4130279800,문성1길,24.9,2.9
세종특별자치시 -,4130279900,한누리대로,46.5,156.9
세종특별자치시 -,4130280000,한누리대로,38.3,325.2
세종특별자치시 -,4130280100,한누리대로,32,428
세종특별자치시 -,4130280200,한누리대로,32.5,604.4
세종특별자치시 -,4130280300,마음안로,28.7,17.7
세종특별자치시 -,4130280400,마음안로,33.7,19.8
세종특별자치시 -,4130280500,마음안로부속4길,36.5,11.3
세종특별자치시 -,4130280600,마음안로부속4길,35.7,11.6
세종특별자치시 -,4130280700,고운북1길,19.6,0.5
세종특별자치시 -,4130280800,고운북1길,18.9,0.2
세종특별자치시 -,4130280900,마음안로부속4길,17.3,0.1
세종특별자치시 -,4130281000,마음안로부속4길,18.7,0.1
세종특별자치시 -,4130281100,마음로,43.3,24
세종특별자치시 -,4130281200,마음로,39.8,29
세종특별자치시 -,4130281300,갈매로,47.1,27.2
세종특별자치시 -,4130281400,갈매로,35.2,31
세종특별자치시 -,4130281500,보듬6로,26,21.8
세종특별자치시 -,4130281600,보듬6로,25.7,30.3
세종특별자치시 -,4130281700,범지기길,20.2,1.2
세종특별자치시 -,4130281800,범지기길,19.2,1.2
세종특별자치시 -,4130281900,범지기길,10.9,1.1
세종특별자치시 -,4130282000,범지기길,20.6,1.6
세종특별자치시 -,4130282100,보람로,16.3,27.4
세종특별자치시 -,4130282200,보람로,14.8,38.9
세종특별자치시 -,4130282300,범지기길,16.1,0.8
세종특별자치시 -,4130282400,범지기길,15.6,0.7
세종특별자치시 -,4130282500,마음안로,30.3,15.2
세종특별자치시 -,4130282600,마음안로,28.4,23
세종특별자치시 -,4130282700,보듬6로,31.4,112.5
세종특별자치시 -,4130282800,보듬6로,28.8,119
세종특별자치시 -,4130282900,보듬5로,22.6,200.2
세종특별자치시 -,4130283000,보듬5로,28.2,155.8
세종특별자치시 -,4130283100,보듬5로,26.8,49.1
세종특별자치시 -,4130283200,보듬5로,28.9,26.7
세종특별자치시 -,4130283300,보듬5로,30.9,33.8
세종특별자치시 -,4130283400,보듬5로,32.3,31.9
세종특별자치시 -,4130283500,범지기길,18.7,3
세종특별자치시 -,4130283600,범지기길,22.6,6
세종특별자치시 -,4130283700,마음안2로,28.3,26.9
세종특별자치시 -,4130283800,마음안2로,29.1,27.7
세종특별자치시 -,4130283900,한누리대로,18.1,251.6
세종특별자치시 -,4130284000,한누리대로,40.2,294.7
세종특별자치시 -,4130284100,보듬5로,26.4,48.2
세종특별자치시 -,4130284200,보듬5로,24.9,62.2
세종특별자치시 -,4130284300,범지기길,35.5,16.1
세종특별자치시 -,4130284400,범지기길,34.5,16.6
세종특별자치시 -,4130284500,다솜1로,20.8,101.2
세종특별자치시 -,4130284600,다솜1로,24.4,119
세종특별자치시 -,4130284700,달빛로,24.9,91.8
세종특별자치시 -,4130284800,달빛로,14.9,82.1
세종특별자치시 -,4130284900,원수산로,86.2,274
세종특별자치시 -,4130285000,원수산로,81.1,383.2
세종특별자치시 -,4130285100,마음안로,24.3,27.3
세종특별자치시 -,4130285200,마음안로,29.5,32.1
세종특별자치시 -,4130285300,마음안로부속6길,30.4,16.2
세종특별자치시 -,4130285400,마음안로부속6길,31.1,15.8
세종특별자치시 -,4130285500,마음안1로,25.1,4.6
세종특별자치시 -,4130285600,마음안1로,22.6,0.6
세종특별자치시 -,4130285700,마음안로,19.6,76.3
세종특별자치시 -,4130285800,마음안로,23.2,76.7
세종특별자치시 -,4130285900,마음안로부속6길,14.2,0.6
세종특별자치시 -,4130286000,마음안로부속6길,16.1,0.5
세종특별자치시 -,4130286100,고운북2길,17.7,0.5
세종특별자치시 -,4130286200,고운북2길,22.6,1
세종특별자치시 -,4130286300,마음안1로,24.8,41.9
세종특별자치시 -,4130286400,마음안1로,24.4,31.5
세종특별자치시 -,4130286500,마음로,38.5,19
세종특별자치시 -,4130286600,마음로,44.1,28.2
세종특별자치시 -,4130286700,한누리대로,58.9,71.2
세종특별자치시 -,4130286800,한누리대로,72.7,61.3
세종특별자치시 -,4130286900,고운북5길,40.9,16.3
세종특별자치시 -,4130287000,고운북5길,44.5,16.5
세종특별자치시 -,4130287100,연청로,62.3,202.5
세종특별자치시 -,4130287200,연청로,60,201.7
세종특별자치시 -,4130287300,월산황골길,53.4,34.4
세종특별자치시 -,4130287400,월산황골길,52.7,40.4
세종특별자치시 -,4130287500,마음안로,17.8,128.6
세종특별자치시 -,4130287600,마음안로,16.6,123.7
세종특별자치시 -,4130287700,고운북7길,19.6,2
세종특별자치시 -,4130287800,고운북7길,20.2,1.5
세종특별자치시 -,4130287900,세종로,34,87.9
세종특별자치시 -,4130288000,세종로,77.3,104.6
세종특별자치시 -,4130288100,만남로,22.8,40
세종특별자치시 -,4130288200,만남로,21.5,38.8
세종특별자치시 -,4130288300,고운북5길,25.9,2.8
세종특별자치시 -,4130288400,고운북5길,26.8,2.1
세종특별자치시 -,4130288500,마음로,22.4,19
세종특별자치시 -,4130288600,마음로,39.3,31.5
세종특별자치시 -,4130288700,태산로,24.4,3.1
세종특별자치시 -,4130288800,태산로,27.5,3.4
세종특별자치시 -,4130288900,보듬8로,22.9,128.6
세종특별자치시 -,4130289000,보듬8로,22.2,118.4
세종특별자치시 -,4130289100,한누리대로,54.8,142.5
세종특별자치시 -,4130289200,한누리대로,22.1,253.7
세종특별자치시 -,4130289300,마음안1로,31.7,3.9
세종특별자치시 -,4130289400,마음안1로,28.7,0.5
세종특별자치시 -,4130289500,시목부강로,45.6,10.7
세종특별자치시 -,4130289600,시목부강로,42.6,6.6
세종특별자치시 -,4130289700,마음로,42,21.2
세종특별자치시 -,4130289800,마음로,38,40.4
세종특별자치시 -,4130289900,보듬8로,28.5,23.8
세종특별자치시 -,4130290000,보듬8로,26.6,18.9
세종특별자치시 -,4130290100,보듬7로,23.4,273
세종특별자치시 -,4130290200,보듬7로,18.9,285.1
세종특별자치시 -,4130290300,고운북4길,39.2,9.5
세종특별자치시 -,4130290400,고운북4길,41.5,12.1
세종특별자치시 -,4130290500,마음안2로,35.4,19
세종특별자치시 -,4130290600,마음안2로,35.8,16.9
세종특별자치시 -,4130290700,방축1길,22.9,9
세종특별자치시 -,4130290800,방축1길,21.9,13.8
세종특별자치시 -,4130290900,만남로,22.7,26.7
세종특별자치시 -,4130291000,만남로,23.6,25.8
세종특별자치시 -,4130291100,마음로,24.6,14.8
세종특별자치시 -,4130291200,마음로,23.9,15.1
세종특별자치시 -,4130291300,마음안1로,20.8,34
세종특별자치시 -,4130291400,마음안1로,29.5,16
세종특별자치시 -,4130291500,갈매로,56.2,19.1
세종특별자치시 -,4130291600,갈매로,42.1,18.3
세종특별자치시 -,4130291700,보듬7로,28,89.6
세종특별자치시 -,4130291800,보듬7로,31.4,165.7
세종특별자치시 -,4130291900,마음로,15.4,6.5
세종특별자치시 -,4130292000,마음로,14.2,9.2
세종특별자치시 -,4130292100,세종1로,20.5,129.3
세종특별자치시 -,4130292200,세종1로,16.2,109.1
세종특별자치시 -,4130292300,달빛1로,30.8,73.7
세종특별자치시 -,4130292400,달빛1로,33.6,67.5
세종특별자치시 -,4130292500,마음로,14.8,7.5
세종특별자치시 -,4130292600,마음로,15.4,7.4
세종특별자치시 -,4130292700,보듬7로,40.6,205.1
세종특별자치시 -,4130292800,보듬7로,30.3,170.4
세종특별자치시 -,4130292900,보듬7로,27,146.7
세종특별자치시 -,4130293000,보듬7로,15.4,64.6
세종특별자치시 -,4130293100,고운북9길,17,4.1
세종특별자치시 -,4130293200,고운북9길,16.6,3.3
세종특별자치시 -,4130293300,마음로,28.4,23
세종특별자치시 -,4130293400,마음로,35.5,37.4
세종특별자치시 -,4130293500,고운북8길,36,14.9
세종특별자치시 -,4130293600,고운북8길,41.4,10
세종특별자치시 -,4130293700,보듬7로,38.2,63.8
세종특별자치시 -,4130293800,보듬7로,39.3,134.3
세종특별자치시 -,4130293900,보듬7로,28.9,115.2
세종특별자치시 -,4130294000,보듬7로,37.7,75.6
세종특별자치시 -,4130294100,바른5길,38,60.5
세종특별자치시 -,4130294200,바른5길,38.6,64.7
세종특별자치시 -,4130294300,바른6길,40.2,3.9
세종특별자치시 -,4130294400,바른6길,35.6,2.6
세종특별자치시 -,4130294500,범지기길,44.7,62.5
세종특별자치시 -,4130294600,범지기길,45.2,57.6
세종특별자치시 -,4130294700,고운북8길,18.8,5.7
세종특별자치시 -,4130294800,고운북8길,21.3,3.8
세종특별자치시 -,4130294900,시목부강로,36.8,46.8
세종특별자치시 -,4130295000,시목부강로,38.4,39.9
세종특별자치시 -,4130295100,마음로,21.2,47.7
세종특별자치시 -,4130295200,마음로,20.9,85.1
세종특별자치시 -,4130295300,보듬7로,10.7,121.6
세종특별자치시 -,4130295400,보듬7로,25.3,113.8
세종특별자치시 -,4130295500,보듬7로,38.6,67.5
세종특별자치시 -,4130295600,보듬7로,45.2,125.1
세종특별자치시 -,4130295700,마음안1로,32.9,3.9
세종특별자치시 -,4130295800,마음안1로,30.1,1.3
세종특별자치시 -,4130295900,마음안1로,17.3,56.2
세종특별자치시 -,4130296000,마음안1로,28.1,20.8
세종특별자치시 -,4130296100,세종로,50.9,184.4
세종특별자치시 -,4130296200,세종로,36.7,220.8
세종특별자치시 -,4130296300,바른4길,47.7,51.3
세종특별자치시 -,4130296400,바른4길,48.7,52
세종특별자치시 -,4130296500,보듬7로,36.1,100.7
세종특별자치시 -,4130296600,보듬7로,26.2,121.9
세종특별자치시 -,4130296700,마음로,31.4,149.2
세종특별자치시 -,4130296800,마음로,32.6,111.5
세종특별자치시 -,4130296900,마음로,24.9,29.8
세종특별자치시 -,4130297000,마음로,26.2,26.7
세종특별자치시 -,4130297100,달빛1로,35,49.5
세종특별자치시 -,4130297200,달빛1로,34.8,42.9
세종특별자치시 -,4130297300,방축2길,22.3,1.1
세종특별자치시 -,4130297400,방축2길,21.3,0.8
세종특별자치시 -,4130297500,마음로,27.9,52.2
세종특별자치시 -,4130297600,마음로,31.9,78.2
세종특별자치시 -,4130297700,바른3길,24.6,7.1
세종특별자치시 -,4130297800,바른3길,28.3,10.6
세종특별자치시 -,4130297900,방축2길,43.2,9.1
세종특별자치시 -,4130298000,방축2길,29.3,8.6
세종특별자치시 -,4130298100,만남로부속1길,25.8,55.4
세종특별자치시 -,4130298200,만남로부속1길,30.6,45.4
세종특별자치시 -,4130298300,마음로,22.2,88.2
세종특별자치시 -,4130298400,마음로,29.3,40.2
세종특별자치시 -,4130298500,마음로,15.7,38.2
세종특별자치시 -,4130298600,마음로,21,72.7
세종특별자치시 -,4130298700,만남로,32.8,32.4
세종특별자치시 -,4130298800,만남로,31.7,33
세종특별자치시 -,4130299100,한누리대로,69,71.1
세종특별자치시 -,4130299200,한누리대로,53.9,59.9
세종특별자치시 -,4130299300,한누리대로,50,167.8
세종특별자치시 -,4130299400,한누리대로,50.5,404.3
세종특별자치시 -,4130299500,원수산로,66.5,248.6
세종특별자치시 -,4130299600,원수산로,79.5,160
세종특별자치시 -,4130299700,부강금호로,34.1,35.3
세종특별자치시 -,4130299800,부강금호로,34.8,29.8
세종특별자치시 -,4130299900,달빛1로,21.7,7.9
세종특별자치시 -,4130300000,달빛1로,16.2,4.7
세종특별자치시 -,4130300100,달빛1로,31.6,6.7
세종특별자치시 -,4130300200,달빛1로,36.1,5.9
세종특별자치시 -,4130300300,마음안1로,25.9,6.8
세종특별자치시 -,4130300400,마음안1로,25.9,3.8
세종특별자치시 -,4130300500,만남로,34.3,9.1
세종특별자치시 -,4130300600,만남로,36.5,5.9
세종특별자치시 -,4130300700,연청로,60.5,93.5
세종특별자치시 -,4130300800,연청로,56.8,177.6
세종특별자치시 -,4130300900,월산공단로,47.2,130.7
세종특별자치시 -,4130301000,월산공단로,44.7,141.6
세종특별자치시 -,4130301100,태산로,25,10.9
세종특별자치시 -,4130301200,태산로,16.9,12.1
세종특별자치시 -,4130301300,바른7길,22.1,5
세종특별자치시 -,4130301400,바른7길,20.2,4.6
세종특별자치시 -,4130301500,세종로,65.8,205.8
세종특별자치시 -,4130301600,세종로,64.4,239.6
세종특별자치시 -,4130301700,마음안1로,15.6,15.8
세종특별자치시 -,4130301800,마음안1로,17.6,5.2
세종특별자치시 -,4130301900,세종1로,45.5,486.8
세종특별자치시 -,4130302000,세종1로,36.3,472
세종특별자치시 -,4130302100,달빛1로,34.8,4.8
세종특별자치시 -,4130302200,달빛1로,29.7,5.7
세종특별자치시 -,4130302300,한누리대로,27.2,343
세종특별자치시 -,4130302400,한누리대로,18.2,532.3
세종특별자치시 -,4130302500,한누리대로,31.3,177.7
세종특별자치시 -,4130302600,한누리대로,55.1,238.8
세종특별자치시 -,4130302700,연청로,79.4,164.1
세종특별자치시 -,4130302800,연청로,81.7,210.5
세종특별자치시 -,4130302900,의당전의로,42.5,128.5
세종특별자치시 -,4130303000,의당전의로,39.8,121.4
세종특별자치시 -,4130303300,원수산로,40.2,261.2
세종특별자치시 -,4130303400,원수산로,61.8,194.9
세종특별자치시 -,4130303500,부강외천로,31.4,15.9
세종특별자치시 -,4130303600,부강외천로,35,14.9
세종특별자치시 -,4130303700,만남로,30.5,1.6
세종특별자치시 -,4130303800,만남로,37.8,1.2
세종특별자치시 -,4130303900,한누리대로,69.3,77.7
세종특별자치시 -,4130304000,한누리대로,70.6,60.5
세종특별자치시 -,4130304100,부강금호로,34.7,14.1
세종특별자치시 -,4130304200,부강금호로,40.4,3.1
세종특별자치시 -,4130304300,한누리대로,54.1,233.1
세종특별자치시 -,4130304400,한누리대로,25.6,313.7
세종특별자치시 -,4130304500,미리내로,44.2,255.3
세종특별자치시 -,4130304600,미리내로,34.2,309.8
세종특별자치시 -,4130304700,부강금호로,31.6,19.1
세종특별자치시 -,4130304800,부강금호로,27.3,8.4
세종특별자치시 -,4130304900,세종로,85.7,315.1
세종특별자치시 -,4130305000,세종로,83.7,353.1
세종특별자치시 -,4130305100,세종로,36.2,125.6
세종특별자치시 -,4130305200,세종로,58.2,204
세종특별자치시 -,4130305300,연청로,60.3,174.7
세종특별자치시 -,4130305400,연청로,74.2,174.3
세종특별자치시 -,4130305500,부강외천로,25,14.3
세종특별자치시 -,4130305600,부강외천로,19.8,14.7
세종특별자치시 -,4130305700,부강로,15.1,26
세종특별자치시 -,4130305800,부강로,16.7,17.4
세종특별자치시 -,4130305900,부강외천로,25.7,6.5
세종특별자치시 -,4130306000,부강외천로,26.5,6.9
세종특별자치시 -,4130306100,부촌길,22.5,10.8
세종특별자치시 -,4130306200,부촌길,23.1,8.4
세종특별자치시 -,4130306500,한누리대로,21.1,113.6
세종특별자치시 -,4130306600,한누리대로,49.1,21.3
세종특별자치시 -,4130306700,부강외천로,28.5,10.4
세종특별자치시 -,4130306800,부강외천로,31.2,12.3
세종특별자치시 -,4130306900,한누리대로,23.5,189.5
